"text","word_scores","compound","pos","neu","neg","but_count"
"Spring usually arrives in Stockholm around 20/3. 2021 it arrived on 19/2. In 2020 on 15/2.
Yesterday Sweden recorded its warmest Feb temp ever +17Â°C.
Now we're so used to heat records that unusually cold weather (not records) or even just normal cold weather gets more attention.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.055,0.945,0,0
"Smittan Ã¶kar och nya rekommendationer infÃ¶rs. FÃ¶lj dem!
Det Ã¤r orimligt att skolor stÃ¤ngs, att redan hÃ¥rt pressad vÃ¥rdpersonal fÃ¥r ytterligare Ã¶kad arbetsbÃ¶rda och Ã¤nnu flers liv &amp; hÃ¤lsa riskeras fÃ¶r att ett fÃ¥tal inte tar sitt ansvar. Undvik resor. BÃ¤r munskydd. HÃ¥ll avstÃ¥nd.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"If you needed more solid proof that the climate- and ecological crisis can not be solved within today's systems, well here you go. https://t.co/paEIOt1h7h","{0, 0, 0, 0, 0.893, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, -0.814, 0, 0, 0, 1.1, 0, 0, 0, 0}",-0.444,0.134,0.669,0.198,0
"""If we continue on our current path we will face the collapse of everything that gives us our security/.../And if the natural world can no longer support the most basic of our needs, then much of the rest of civilisation will quickly break down.""
https://t.co/tfP2OiXx0w","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, -1.258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.451,0.05,0.841,0.109,0
"""Recognize the moral responsibility that wealthy nations have to the rest of the world and put a value on nature that goes far beyond money/.../We may finally create a stable healthy world where resources are equally shared"".
- David Attenborough https://t.co/m2A6MQrEdB","{0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 1.2, 1.7, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0}",0.906,0.29,0.71,0,0
"â€The climate emergency is already hitting â€™worst case scenarioâ€™ levels that if left unchecked will lead to the collapse of ecosystems, with dire consequences for humanity.â€ 
https://t.co/pOqs5epfIH","{0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, -2, 0, 0, 0, 0}",-0.832,0,0.732,0.268,0
"We are in a climate- and ecological emergency. What should we do?
I know!

Letâ€™s ban plant-based-dairy-from-displaying-allergen-info,-being-sold-in-cartons,-using-images-of-their-own-products-and-explaining-the-climate-impact-of-food. Thatâ€™ll fix it. https://t.co/lO6CzdJTop","{0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0}",-0.757,0,0.745,0.255,0
"I just realized how many times I've unknowingly asked myself this question. https://t.co/vZlziiCF1b","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"""Industry-designed bills to silence climate protests are under consideration in Arkansas, Kansas, Minnesota and Montana. More are likely to come.""
Stay strong. As outrageous as this is, it means you are winning.
#KeepItInTheGround #DefendTheDefenders
https://t.co/LeYdQzQmuq","{0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, -2, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0}",0.421,0.157,0.728,0.115,0
"Risken med otillrÃ¤ckliga â€fossilfriaâ€ reklamriktlinjer Ã¤r Ã¶kad greenwashing. T.ex en â€DN-certifieradâ€ grÃ¶ntvÃ¤tt fÃ¶r fÃ¶retag som i hÃ¶g grad bidrar till den klimat- och hÃ¥llbarhetskris dÃ¤r fossilindustrin bara Ã¤r en av vÃ¤ldigt mÃ¥nga bakomliggande branscher.

https://t.co/0AZswKaBaC https://t.co/fEQ7kTIBXT","{0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.103,0,0.962,0.038,0
"""Ett trÃ¤d som fÃ¤lls och blir biobrÃ¤nsle har vuxit i flera decennier, och det tar lika lÃ¥ng tid att fÃ¥ ett lika stort trÃ¤d igen.
Och det Ã¤r tid vi inte har."" - @steffesundstrom  https://t.co/pdj2VI2Df2","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"""One of the UKâ€™s most eminent environmental scientists has called the governmentâ€™s failure to block a new coalmine in Cumbria 'absolutely ridiculous'"".

This is worth sharing for the picture alone!
This is exactly what approving a new coal mine looks like.https://t.co/FL1CU5Gm0v","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3, 0, -1.9, 0, 0, 0, 0, 0, 0, -1.793, 0, 0, 0.9, 1.8, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.764,0.092,0.686,0.221,0
"â€We are pushing nature to its limits. /â€¦/ We are creating conditions in which epidemics flourishâ€ - Dr Mike Ryan from WHO telling it like it is.
This is exactly the clarity we need from world leaders in order to bring real hope to the world. #FaceTheClimateEmergency https://t.co/EkWDkWmidN","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0}",0.852,0.19,0.81,0,0
"School strike week 131.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency
#StandWithDishaRavi https://t.co/qTFmUoV7kv","{0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0}",-0.128,0,0.857,0.143,0
"Freedom of speech and the right to peaceful protest and assembly are non-negotiable human rights. These must be a fundamental part of any democracy. 
#StandWithDishaRavi https://t.co/fhM4Cf1jf1","{3.2, 0, 0, 0, 0, 0, 0, 2.2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.751,0.228,0.71,0.062,0
"""If Norway also continues to drill as planned, the total emissions from its known oil and gas reserves will amount to roughly 15 gigatons CO2, according to CICERO, a Norwegian climate research institute. That would eat up 6.5% of the remaining carbon budget for the whole world.""","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"""Norway, the UK and Canada are not climate champions. They are climate hypocrites.""
These nations ""all plan to keep producing fossil fuels, investing in new projects and explorations."" 
#FaceTheClimateEnergency https://t.co/SaW1nqGZHv","{0, 0, 0, 0, 0, 0, 0, 0, -1.776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0}",-0.356,0.041,0.873,0.087,0
"@vanessa_vash @TIME So well-deserved!","{0, 0, 0, 0}",0,0,1,0,0
"""Vanessa continues to teach a most critical lesson. She reminds us that while we may all be in the same storm, we are not all in the same boat.""

So proud of my friend Vanessa Nakate!
#Time100 #FridaysForFuture #ClimateJustice 
https://t.co/Jbms8LMF7v","{0, 0, 0, 0, 0, 0, -1.593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.393, 0, 0, 2.2, 0, 0, 0, 0, 0, 0}",0.648,0.148,0.796,0.056,0
"â€œIn total, with their dirty business they have channeled $24 billion into coal, oil and gas companies already since the Paris Agreement.â€

Join us in calling out Standard Chartered Bank. Tag @StanChart , use
#RaiseYourStandards &amp; #CleanUpStandardChartered
https://t.co/CEDqhUb3gd","{0, 0, 0, 0, -2.1637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.241,0.053,0.87,0.076,0
"A small piece of advice for humanity:
when you're in a hole - stop digging.

A crisis created by lack of respect for nature will most likely not be solved by taking that lack of respect to the next level...
 https://t.co/1xpFED8naA","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, -3.1, 1, 0, -1.3, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, -0.814, 0, 0, 0, -1.3, 0, 2.1, 0, 0, 0, 0, 0}",-0.544,0.152,0.612,0.236,0
"A beautiful winter day in Stockholm! Very cold across Central Europe and central North America today. Still Northen Hemisphere +0.5Â°C above 1979-2000 baseline. https://t.co/DqDoXkG9u5 https://t.co/SuzAEWLTYQ","{0, 2.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.636,0.149,0.851,0,0
"https://t.co/oLDxTJvyCl","{0}",0,0,1,0,0
"Shell plans to expand their fossil gas production by over 20%.
But hey!
Someone will end deforestation and create a new magic forest the size of Brazil, completely unaffected by the sustainability crisis that'll forever remain a giant carbon sink.
That's the beauty of ""Net Zero"". https://t.co/UbjPbK6nBq","{0, 0, 0, 0.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2, 0, 0, 0, 0}",0.484,0.168,0.736,0.097,1
"School strike week 130.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.co/tVoJ8Lwgwm","{0, -0.5, 0, 0, 0, 0, 0, 0, 0}",-0.128,0,0.842,0.158,0
"""Det Ã¤r vansinnigt att ge enorma subventioner till nÃ¥got som fÃ¶rvÃ¤rrar klimatproblemen.""
Rapport efter rapport efter rapport ogiltigfÃ¶rklarar Sverige och EUs miljÃ¶- och klimatpolitik i grunden.
Varenda mÃ¶jlig kolsÃ¤nka mÃ¥ste maximeras, men vi gÃ¶r tvÃ¤rtom.
 https://t.co/nmD6GolvOh","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"""Regrowth takes time the world does not have to solve climate changeâ€
Over 500 scientists tell world leaders, to stop treating the burning of biomass as â€œcarbon neutralâ€. 
â€You can help end this madness.â€ 
#StopFakeRenewables https://t.co/SAzgTKtCJ9","{0, 0, 0, 0, 0, 0, 0, 0, 0, -0.592, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0}",-0.024,0.068,0.836,0.096,0
"And as if 2Â°C rather than 1.5Â°C was acceptable...

If you needed more proof that our so called ""climate targets"" are insufficient.","{0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.318,0.099,0.901,0,0
"""On current trends, the probability of staying below 2Â°C of warming is only 5%, but if all countries meet their nationally determined contributions and continue to reduce emissions at the same rate after 2030, it rises to 26%""

As if a 26% chance was good.
https://t.co/bSCsM9cnin","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 2.85, 0}",0.867,0.204,0.796,0,1
"January 2021 was the 6th warmest January ever recorded, tied with 2018 - despite â€œrelatively cool La NiÃ±a conditionsâ€, according to @CopernicusECMWF https://t.co/4qcisnmmaJ https://t.co/nG7kVkcbKm","{0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.962, 0, 0, 0, 0, 0, 0, 0, 0}",0.187,0.101,0.825,0.074,0
"""Air pollution caused by the burning of fossil fuels such as coal and oil was responsible for 8.7m deaths globally in 2018, a staggering one in five of all people who died that year""
https://t.co/EkeLkCixx9","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0}",-0.318,0.059,0.848,0.093,0
"""The worldâ€™s state-owned fossil fuel companies are poised to invest about $1.9tn in the next decade in projects that would destroy any prospect of meeting the Paris agreement climate goals.""

So much for ""net zero"" and a so-called ""green recovery""...
https://t.co/ZlHcvQJGrn","{0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 1.2, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.44,0.154,0.772,0.073,0
"Everyone seems to agree that ""drastically reducing deforestation and systematically restoring forests and other ecosystems"" is what we need to do.
Yet... we are doing the exact opposite - locking in decades of further destruction. And no-one seems to even care or notice. https://t.co/OQeijEmxSS","{0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, 2.2, 0, 0, 0}",0.494,0.153,0.775,0.072,0
"As a reminder, your job is to look after peopleâ€™s best interestâ€” which will always be a healthy, clean, and just environment

That is what we have been fighting for, and will continue to fight for, as climate activists","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 1.7, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0}",0.67,0.197,0.698,0.105,0
"Itâ€™s called the Paris Agreement b/c it was signed in Paris by 194 countries...

The reason why you are against it is b/c you care more about bailing out corporations than peopleâ€™s health and securityâ€” and thatâ€™s just sad from someone who preaches to care about their constituents https://t.co/r79pQMx2Rc","{0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0}",0.758,0.166,0.78,0.054,0
"Whoever came up with â€œnatural gasâ€ and â€œvegan leatherâ€... genius marketing tools but we will stop fracking and the plastic crisis <U+0001F607>","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, -4.65, 0}",-0.857,0,0.703,0.297,1
"After todayâ€™s Climate Policy it feels like our voices are being heard at a level that mattersâ€” and we wonâ€™t stop here <U+0001F30D><U+0001F49A> https://t.co/Spt8owjfO6","{0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0}",0.077,0.094,0.824,0.082,0
"@rocketsrock_ @ashgoescrash @ChitkwesuManetu @nuniiaqamiut Omg you got it!","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Can we stop calling climate activists â€œclimate change activistsâ€? 

It makes it sound like we support climate change... and thatâ€™s just the opposite of what we advocate for","{0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.459,0.16,0.772,0.068,0
"Canâ€™t wait! https://t.co/ChEzarh8vR","{0, 0, 0}",0,0,1,0,0
"This means that weâ€™re gonna have a working climate task force and re-join the Paris Agreement!! <U+0001F389>","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0}",0.584,0.191,0.809,0,0
"Here we are! https://t.co/i6i3kRRyzn","{0, 0, 0, 0}",0,0,1,0,0
"It was a pleasure to co-host @TEDCountdown with you Jane! You can all still go check it out on YouTube! Just search Countdown Global Launch","{0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.647,0.151,0.849,0,0
"Itâ€™s this iconic <U+0001F929>  https://t.co/HjcC4Ov5SR","{0, 0, 0, 0, 0}",0,0,1,0,0
"-Methane pollution 
-Contamination of waterways
-Exposure to toxic chemicals
-Blowouts due to gas explosion 
-Large volume water use in water-deficient regions
-Fracking-induced earthquakes","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Just so weâ€™re all on the same page, fracking is bad.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.77835}",-0.583,0,0.726,0.274,0
"â€œIâ€™m not doing this because I feel sad, Iâ€™m doing this because I feel optimisticâ€ â€” 

I said this back in February, and I am glad I did, because sometimes we forget that weâ€™re all in this fight together. 

Thank you to @inheritedpod for having us <U+2764><U+FE0F> https://t.co/tPTbXg3nRN","{0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, -1.6, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0}",-0.273,0.098,0.766,0.135,0
"For todayâ€™s Climate Action we had teach-ins about Environmental Racism in NYC. 

Acknowledging that minority communities are the most affected by the Climate Crisis is the first step to achieving Climate Justice. <U+0001F30F><U+2764><U+FE0F> https://t.co/hXlVW9eX2o","{0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.893, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0}",-0.771,0.078,0.69,0.232,0
"Thank you to the entire @TEDTalks team for making this possible <U+2764><U+FE0F>","{1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.185,0.815,0,0
"The Talk is a letter to my grandmaâ€” and for all adults who havenâ€™t realized that their wisdom gives youth guidance.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0}",0.527,0.145,0.855,0,0
"I filmed this Talk in my room at the height of the Pandemic, which was challenging, but it also allowed us to experiment with new methods of delivering a talk!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.151,0.052,0.948,0,1
"My TED Talk is out now <U+2764><U+FE0F><U+0001F30F>

https://t.co/x7AEGipF7Q https://t.co/OIzFq4bq19","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Important words by @JeromeFosterII https://t.co/0NWN8k18eD","{0.8, 0, 0, 0, 0}",0.202,0.31,0.69,0,0
"Climate Strike at the @UN Headquarters! 

Weâ€™re here to support students in India who are being asked to pass exams during Covid-19 and after a flood. 

#PostponeNEETJEE_Today 
#SpeakUpForStudentSafety https://t.co/xMeMVz2Y5f","{0, -0.5, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.359,0.095,0.857,0.048,0
"Sign the petition as well <U+2764><U+FE0F> https://t.co/z1fO8RGFoR","{0, 0, 0, 0, 1.1, 0, 0}",0.273,0.259,0.741,0,0
"It is not acceptable that in the midst of Covid-19 and recent flooding, the government is asking more than 3 m Indian youth to present exams. 

Iâ€™ll be joining the protest at the UN headquarters today. See you in the streets. 

#PostponeNEETJEE_Today 
#SpeakUpForStudentSafety https://t.co/F4M2f8T8il","{0, 0, 0, -0.962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.452,0,0.914,0.086,0
"A diversity of tactics... <U+0001F4D6><U+0001F469><U+200D><U+0001F52C><U+0001F469><U+200D><U+0001F4BB><U+0001F9D1><U+200D><U+0001F3A8>

A diversity of perspectives... <U+0001F467><U+0001F3FD><U+0001F475><U+0001F3FC><U+0001F468><U+0001F3FC><U+200D><U+0001F9B0>

A diversity of experiences... <U+0001F3DC><U+0001F3D8><U+0001F6E4>

A diversity of though... <U+0001F4A1><U+0001F4A1><U+0001F4A1><U+0001F4A1>

...Is what makes a movement strong.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3}",0.511,0.117,0.883,0,0
"Finally back w/ news!

@ALLWECANSAVE, an anthology by women climate leaders comes September 22 from @OneWorldLit

Iâ€™m one of 60 contributors of this wonderful masterpiece curated by my FAVORITES AND ROLE MODELS @ayanaeliza &amp; @DrKWilkinson
#AllWeCanSave <U+2728>

https://t.co/seO0xlSbAp","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 3.1, 0, 0, 0, 2.533, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.912,0.249,0.751,0,0
"@ClementFavaron @queenbeetheag @xiuhtezcatl @JonahGottlieb @nadiabaltimore @JeromeFosterII @releaf4us @EdMarkey Awww","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"@d5tar_ What I said https://t.co/w7Z95q6KNO","{0, 0, 0, 0, 0}",0,0,1,0,0
"@EliseLabott @ForeignPolicy Thank you!","{0, 0, 1.5, 0}",0.42,0.482,0.518,0,0
"https://t.co/ZO84THHFfz","{0}",0,0,1,0,0
"Hi everyone, I wanted to post this here too so that everyone knows why Iâ€™ve been so inactive. I hope everyone is doing well <U+2764><U+FE0F> https://t.co/ubbLmsyfbT","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1637, 0, 0, 0, 1.1, 0, 0}",0.644,0.18,0.82,0,0
"We protest pipelines not only because they perpetuates the use of fossil fuels, but also because they leak and contaminate communities and waterways

Accurate headline: Alberta minister in favor of furthering health hazard in frontline communities during global Covid-19 pandemic https://t.co/WoWfT7FJXQ","{0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.013,0.077,0.823,0.1,1
"The problem with this type of one sided conversations is that we donâ€™t get to ask questions, we donâ€™t get to express what we want from the government, and our view of you doesnâ€™t change bc we have already studied your policyâ€” we just need you to make it better","{0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9}",0.128,0.078,0.872,0.05,0
"One time a politician asked me to have a recorded conversation with them. Turns out they just wanted me to ask *them* questions. They answered as if they were on TV rather than talking to me. And thatâ€™s on flexing your agenda without listening to your constituents","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Thank for inviting me to share my story and why community is so important when organizing for climate justice <U+2764><U+FE0F><U+0001F30D> https://t.co/axloDux9dT","{1.5, 0, 1.3, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 1.093, 0, 0, 0, 0, 2.4, 0, 0}",0.888,0.438,0.562,0,0
"Itâ€™s here!

Go listen to my @TEDRadioHour interview w/ other segments from @CFigueres @tomcarnac and hosted by @manoushz!

Itâ€™s called Climate Mindset- listen to our stories, how we deal with climate grief, and how we turn this grief into positive action 

https://t.co/c7LUdWPurD","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, -2.2, 0, 2.6, 0, 0}",-0.524,0.073,0.787,0.141,0
